image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
350003,193,�,0.07696533203125,31766,∷,0.068359375,31596,题,0.06719970703125,17016,rai,0.0660400390625,30058,î,0.0655517578125
184324,17416,phabet,0.0770263671875,705,we,0.0697021484375,4744,debug,0.06451416015625,24495,TD,0.064453125,4690,TH,0.0638427734375
301376,29975,б,0.0682373046875,28703,Gött,0.0670166015625,4776,tex,0.06494140625,30019,ç,0.064208984375,16171,Debug,0.0640869140625
196843,9755,east,0.0791015625,29691,etapa,0.0692138671875,1021,same,0.06817626953125,18950,сез,0.06719970703125,906,fter,0.0662841796875
193926,641,ри,0.07525634765625,24760,Luther,0.0704345703125,6544,oles,0.060089111328125,27623,Senator,0.05889892578125,13610,том,0.0584716796875
59635,30034,ß,0.0670166015625,26968,roe,0.0645751953125,1,<s>,0.0640869140625,10829,Syn,0.06396484375,2273,rt,0.06365966796875
210273,8345,room,0.07574462890625,21722,ifiz,0.066162109375,4776,tex,0.06365966796875,12567,excell,0.062408447265625,24467,юза,0.061614990234375
432553,4330,TE,0.07098388671875,27067,omed,0.07000732421875,5408,England,0.068603515625,4302,abe,0.0675048828125,19259,Nat,0.06732177734375
185472,31030,科,0.06939697265625,5408,England,0.06787109375,30495,定,0.0653076171875,21474,kap,0.06427001953125,202,�,0.06396484375
507037,30081, ,0.063232421875,13373,Dat,0.06170654296875,5408,England,0.061279296875,26330,xp,0.061126708984375,6544,oles,0.060699462890625
274687,31810,复,0.07244873046875,26688,dtype,0.06719970703125,16171,Debug,0.06683349609375,1263,ова,0.0660400390625,572,pl,0.062744140625
426166,29899,-,0.0694580078125,4330,TE,0.06817626953125,141,�,0.0654296875,12336,PUT,0.06475830078125,30006,ł,0.0645751953125
476704,24195,sein,0.06793212890625,12567,excell,0.0673828125,344,se,0.06353759765625,30081, ,0.0633544921875,567,ps,0.06256103515625
67616,29052,zat,0.072265625,29872,e,0.071533203125,272,or,0.0697021484375,6544,oles,0.0660400390625,12336,PUT,0.06561279296875
356612,85,R,0.074951171875,31383,需,0.07183837890625,24862,"!"");",0.06854248046875,6202,ingu,0.067626953125,32041,,0.0673828125
570834,18950,сез,0.06365966796875,1064,ér,0.06060791015625,21800,mex,0.059600830078125,14323,Kais,0.0595703125,18466,dez,0.058746337890625
473118,1,<s>,0.0693359375,21191,%{,0.06640625,4330,TE,0.0662841796875,31741,羅,0.0628662109375,6759,iente,0.0625
174482,25097,lieutenant,0.060791015625,26968,roe,0.060638427734375,6544,oles,0.06048583984375,6052,ления,0.0599365234375,30142,λ,0.05816650390625
38829,28752,atia,0.063720703125,22216,отли,0.06353759765625,30058,î,0.06268310546875,18015,ardi,0.06201171875,29955,7,0.060791015625
125572,6544,oles,0.06494140625,1263,ова,0.06439208984375,15275,ähl,0.0640869140625,30572,テ,0.06158447265625,869,.,0.06134033203125
11197,18282,iku,0.07208251953125,26330,xp,0.0704345703125,20342,ardon,0.06915283203125,17236,Veg,0.067138671875,22511,вс,0.0670166015625
472623,191,�,0.07415771484375,26968,roe,0.07281494140625,192,�,0.06524658203125,31741,羅,0.065185546875,24351,немец,0.06463623046875
36844,16171,Debug,0.07452392578125,30081, ,0.070068359375,22968,alphabet,0.0692138671875,6544,oles,0.0653076171875,28703,Gött,0.06414794921875
259640,17408,гом,0.06732177734375,30047,ř,0.06683349609375,26330,xp,0.065185546875,1263,ова,0.0650634765625,344,se,0.06500244140625
93717,1,<s>,0.06610107421875,16171,Debug,0.06365966796875,17259,itors,0.0635986328125,21191,%{,0.06207275390625,85,R,0.0615234375
261888,18212,стру,0.075927734375,1263,ова,0.06964111328125,15827,ót,0.0628662109375,19175,fert,0.06170654296875,21792,зик,0.061279296875
50145,30034,ß,0.06329345703125,29921,н,0.062255859375,15203,reb,0.06219482421875,30058,î,0.06207275390625,17408,гом,0.06207275390625
132375,30034,ß,0.06658935546875,1,<s>,0.06640625,12700,meta,0.0654296875,26968,roe,0.06353759765625,19593,affen,0.061981201171875
448365,1,<s>,0.078369140625,6759,iente,0.0672607421875,17249,acions,0.067138671875,30058,î,0.067138671875,21191,%{,0.0665283203125
228436,6544,oles,0.07281494140625,31412,经,0.06768798828125,20613,voet,0.06658935546875,13499,pert,0.06512451171875,6052,ления,0.063720703125
388258,6052,ления,0.0853271484375,28387,olk,0.07537841796875,1263,ова,0.0694580078125,5794,ously,0.06829833984375,13082,conn,0.06439208984375
571857,13073,ctx,0.07244873046875,4330,TE,0.0692138671875,15657,лаго,0.06854248046875,12893,ctx,0.0679931640625,9524,ynchron,0.0648193359375
295809,2045,https,0.0704345703125,23697,substitution,0.06561279296875,29876,n,0.06427001953125,12567,excell,0.06396484375,6544,oles,0.06292724609375
135410,2584,тель,0.06536865234375,193,�,0.06298828125,906,fter,0.0609130859375,4330,TE,0.06085205078125,10418,nomin,0.05975341796875
226903,26968,roe,0.0728759765625,31973,재,0.07012939453125,26424,Kirk,0.06390380859375,23567,тек,0.06292724609375,5801,oro,0.06256103515625
259830,848,data,0.069091796875,17408,гом,0.06890869140625,26791,hens,0.068603515625,12567,excell,0.0675048828125,3205,ebru,0.06671142578125
563604,23697,substitution,0.07080078125,17642,same,0.0699462890625,26842,intér,0.0694580078125,29975,б,0.061859130859375,2584,тель,0.061798095703125
549390,17408,гом,0.07183837890625,4330,TE,0.0712890625,23697,substitution,0.06903076171875,6544,oles,0.06866455078125,26968,roe,0.061859130859375
251140,26538,adic,0.075927734375,25729,сну,0.0657958984375,4897,UP,0.0648193359375,11960,anton,0.06439208984375,8678,atom,0.06439208984375
45596,6544,oles,0.07122802734375,30729,Ì,0.06976318359375,29975,б,0.06524658203125,649,put,0.06488037109375,6621,üt,0.06341552734375
573094,16171,Debug,0.07110595703125,1263,ова,0.06982421875,4872,egr,0.0682373046875,29872,e,0.0633544921875,30081, ,0.06256103515625
374545,16171,Debug,0.06817626953125,168,�,0.06768798828125,6052,ления,0.06732177734375,30068,Х,0.066162109375,193,�,0.06494140625
142324,6544,oles,0.0750732421875,2045,https,0.0660400390625,23697,substitution,0.06536865234375,30068,Х,0.065185546875,23170,OH,0.061737060546875
82821,30445,া,0.06903076171875,2583,лю,0.0679931640625,15637,Temp,0.06658935546875,30019,ç,0.066162109375,20178,тому,0.0633544921875
424162,3495,host,0.0849609375,30863,戦,0.0711669921875,26688,dtype,0.07049560546875,30729,Ì,0.0704345703125,18438,Gree,0.0655517578125
447917,8074,Linux,0.0731201171875,10982,fest,0.0709228515625,30776,ז,0.06982421875,4858,aden,0.0640869140625,4330,TE,0.063720703125
242287,15637,Temp,0.0704345703125,20613,voet,0.0665283203125,1580,spec,0.06475830078125,9195,licher,0.06402587890625,24875,Runtime,0.062744140625
289343,17408,гом,0.076171875,1263,ова,0.0718994140625,191,�,0.06549072265625,2918,hi,0.064697265625,6544,oles,0.0633544921875
