image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
421923,4897,UP,0.0699462890625,26330,xp,0.0692138671875,3660,ae,0.0692138671875,11354,Kore,0.068115234375,21151,Klein,0.0667724609375
440475,16171,Debug,0.0802001953125,21022,trunc,0.06646728515625,1188,log,0.06585693359375,11412,cycle,0.06304931640625,13681,DC,0.062408447265625
575187,1,<s>,0.08673095703125,29921,н,0.06805419921875,1263,ова,0.067626953125,3137,ls,0.06561279296875,567,ps,0.063232421875
135872,6544,oles,0.0743408203125,24351,немец,0.07366943359375,1947,ense,0.06658935546875,16171,Debug,0.06280517578125,27312,ової,0.0626220703125
166521,1263,ова,0.072509765625,16171,Debug,0.06842041015625,1,<s>,0.068359375,26330,xp,0.06646728515625,17889,rôle,0.063720703125
316666,2310,dem,0.0654296875,193,�,0.061767578125,12647,semi,0.06097412109375,15203,reb,0.060546875,17572,wort,0.05987548828125
181753,17889,rôle,0.0706787109375,3660,ae,0.067626953125,26330,xp,0.0655517578125,29296,agua,0.06475830078125,13430,Chile,0.063720703125
389315,85,R,0.0701904296875,19740,*{,0.06939697265625,25498,Js,0.0687255859375,30058,î,0.06610107421875,15234,cod,0.06396484375
454067,17572,wort,0.07568359375,2839,soci,0.0748291015625,1279,arch,0.06695556640625,22967,koz,0.0638427734375,26968,roe,0.0626220703125
255483,85,R,0.06817626953125,4287,car,0.0655517578125,827,wo,0.06524658203125,31766,∷,0.0643310546875,18524,вра,0.06427001953125
194724,26968,roe,0.06951904296875,8829,env,0.0694580078125,1921,stud,0.067626953125,1188,log,0.06640625,17728,guard,0.06597900390625
251824,29921,н,0.064697265625,11960,anton,0.06427001953125,16695,ník,0.0640869140625,7947,ниц,0.0634765625,7531,native,0.06243896484375
147415,28752,atia,0.07061767578125,21710,Ri,0.0628662109375,5475,iles,0.062469482421875,26464,endi,0.0618896484375,16882,ecc,0.061676025390625
451308,16171,Debug,0.07086181640625,23567,тек,0.068359375,22934,ственно,0.06689453125,20342,ardon,0.06536865234375,13373,Dat,0.0640869140625
