image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
229111,1223,ass,0.0697021484375,6779,Net,0.06805419921875,545,ure,0.0667724609375,17251,rain,0.0654296875,4872,egr,0.06536865234375
183500,4113,admin,0.0679931640625,848,data,0.06591796875,30912,ظ,0.06451416015625,23739,Verl,0.06378173828125,30787,よ,0.06298828125
424135,30142,λ,0.07086181640625,4979,cu,0.0643310546875,18195,draft,0.06353759765625,31621,ゆ,0.06298828125,1030,bre,0.06268310546875
473121,1,<s>,0.06689453125,481,ap,0.06500244140625,18644,voy,0.0631103515625,16280,lookup,0.0618896484375,26418,commut,0.061187744140625
330818,31741,羅,0.0699462890625,17572,wort,0.06884765625,545,ure,0.0673828125,26791,hens,0.0670166015625,25675,yi,0.06683349609375
303713,17408,гом,0.07220458984375,17572,wort,0.06964111328125,1188,log,0.067138671875,26968,roe,0.06268310546875,20918,Borg,0.06243896484375
541773,29155,àt,0.072021484375,1,<s>,0.0682373046875,193,�,0.0673828125,5475,iles,0.06561279296875,25677,latin,0.065185546875
433915,1263,ова,0.0806884765625,20342,ardon,0.0640869140625,6099,dp,0.06341552734375,13373,Dat,0.061431884765625,14042,lj,0.061004638671875
513283,812,ann,0.068115234375,17011,ARD,0.06695556640625,12313,bad,0.06646728515625,273,an,0.06475830078125,722,var,0.064208984375
85376,193,�,0.06378173828125,30058,î,0.0633544921875,10982,fest,0.0631103515625,649,put,0.06280517578125,134,�,0.062347412109375
213547,24130,domin,0.07501220703125,193,�,0.07275390625,30058,î,0.06756591796875,649,put,0.0675048828125,391,ist,0.06640625
319534,30081, ,0.08026123046875,31621,ゆ,0.06146240234375,12647,semi,0.06134033203125,11065,ész,0.06060791015625,31961,嘉,0.059844970703125
323799,16171,Debug,0.078369140625,29987,&,0.0657958984375,26842,intér,0.0655517578125,17011,ARD,0.06451416015625,29929,9,0.06256103515625
42528,19259,Nat,0.06756591796875,27521,arial,0.0616455078125,11065,ész,0.0604248046875,22238,Laravel,0.060211181640625,13610,том,0.059478759765625
286503,26330,xp,0.085205078125,26424,Kirk,0.07257080078125,4872,egr,0.068603515625,415,pt,0.06829833984375,12444,Ten,0.0682373046875
289960,1,<s>,0.0667724609375,12647,semi,0.063720703125,29921,н,0.061370849609375,18015,ardi,0.060882568359375,10982,fest,0.06085205078125
231339,273,an,0.08642578125,2899,ров,0.075927734375,1141,igh,0.07513427734375,8074,Linux,0.0732421875,31218,য,0.07135009765625
87476,31155,្,0.067138671875,17953,convin,0.06573486328125,21191,%{,0.06427001953125,17530,bla,0.06396484375,26968,roe,0.0633544921875
